sr_no,total_sqft,bath,price,site_location,bhk
590,1211.0,2.0,45.0,Aundh Road,2
591,1170.0,2.0,38.0,Balaji Nagar,2
592,1783.0,3.0,115.0,Balaji Nagar,3
593,1349.0,2.0,98.2,Balaji Nagar,2
594,1245.0,2.0,94.0,Balaji Nagar,2
595,540.0,1.0,36.0,Balaji Nagar,1
596,1779.0,3.0,89.61,Balaji Nagar,3
597,1342.0,2.0,73.3,Balaji Nagar,2
598,1403.0,3.0,55.0,Balaji Nagar,3
599,1937.0,3.0,160.0,Balaji Nagar,3
600,1400.0,2.0,78.0,Balaji Nagar,2
601,1200.0,2.0,71.0,Balaji Nagar,2
602,1440.0,2.0,98.0,Balaji Nagar,2
603,1297.0,2.0,103.0,Balaji Nagar,2
604,1200.0,3.0,72.0,Balaji Nagar,2
605,1240.0,2.0,44.0,Balaji Nagar,2
606,1846.0,3.0,140.0,Balaji Nagar,3
607,2045.0,4.0,154.0,Balaji Nagar,3
608,1238.0,2.0,55.0,Balaji Nagar,2
609,983.0,2.0,50.6,Balaji Nagar,2
610,1583.0,3.0,105.0,Balaji Nagar,3
611,2524.0,5.0,190.0,Balaji Nagar,4
612,1107.0,2.0,33.0,Balaji Nagar,2
613,3200.0,4.0,205.0,Balaji Nagar,4
614,1800.0,3.0,110.0,Balaji Nagar,3
615,1700.0,2.0,100.0,Balaji Nagar,3
616,1493.0,3.0,82.0,Balaji Nagar,3
617,3181.0,4.0,260.5,Balaji Nagar,4
618,1156.0,2.0,49.5,Balaji Nagar,2
619,1697.0,3.0,115.0,Balaji Nagar,3
620,1350.0,2.0,87.01,Balaji Nagar,3
621,1650.0,3.0,100.0,Balaji Nagar,3
622,995.0,2.0,34.82,Balaji Nagar,2
623,1282.0,2.0,52.43,Balaji Nagar,3
624,1532.0,3.0,83.0,Balaji Nagar,3
625,1128.0,2.0,65.5,Balaji Nagar,2
626,1355.0,2.0,75.0,Balaji Nagar,2
627,990.0,2.0,40.0,Balaji Nagar,2
628,3600.0,4.0,260.0,Balaji Nagar,4
629,1656.0,3.0,150.0,Balaji Nagar,3
630,1600.0,4.0,112.0,Balaji Nagar,4
631,1464.0,3.0,56.0,Balaji Nagar,3
632,1041.0,2.0,36.44,Balaji Nagar,2
633,1246.0,2.0,62.3,Balaji Nagar,2
634,4830.0,5.0,390.0,Balaji Nagar,4
635,4400.0,4.0,350.0,Balaji Nagar,5
636,1100.0,2.0,62.0,Balaji Nagar,2
637,709.0,1.0,34.735,Balaji Nagar,1
638,1020.0,2.0,29.46,Balaji Nagar,2
639,1843.0,3.0,82.0,Balaji Nagar,3
640,2230.0,4.0,130.0,Balaji Nagar,4
641,1917.0,4.0,100.0,Balaji Nagar,3
642,1303.0,2.0,55.79,Balaji Nagar,2
643,1200.0,2.0,66.0,Balaji Nagar,3
644,1075.0,2.0,42.0,Balaji Nagar,3
645,3300.0,4.0,329.0,Balaji Nagar,4
646,1519.0,2.0,65.0,Balaji Nagar,2
647,2010.0,3.0,125.0,Balaji Nagar,3
648,1450.0,3.0,75.0,Balaji Nagar,3
649,596.0,2.0,22.0,Balaji Nagar,2
650,1200.0,2.0,90.0,Balaji Nagar,2
651,4250.0,6.0,150.0,Balaji Nagar,6
652,1185.0,2.0,41.0,Balaji Nagar,2
653,907.0,2.0,38.0,Balaji Nagar,2
654,4003.0,6.0,300.0,Balaji Nagar,4
655,3496.5,2.0,237.5,Balaji Nagar,3
656,1369.1,2.0,98.0,Balaji Nagar,2
657,1109.0,2.0,35.22,Balaji Nagar,2
658,1180.0,2.0,52.0,Balaji Nagar,2
659,800.0,2.0,80.0,Balaji Nagar,2
660,1375.0,2.0,78.0,Balaji Nagar,2
661,1280.0,2.0,60.16,Balaji Nagar,2
662,620.0,1.0,23.5,Balaji Nagar,2
663,1536.0,3.0,104.0,Balaji Nagar,3
664,1205.0,2.0,63.86,Balaji Nagar,2
665,1140.0,2.0,48.7,Balaji Nagar,2
666,2215.0,4.0,150.0,Balaji Nagar,3
667,745.0,1.0,34.27,Balaji Nagar,1
668,900.0,2.0,42.0,Balaji Nagar,2
669,1044.0,2.0,34.0,Balaji Nagar,2
670,2710.0,3.0,170.0,Balaji Nagar,3
671,1009.0,2.0,30.27,Balaji Nagar,2
672,1150.0,1.0,52.0,Balaji Nagar,1
673,1180.0,2.0,71.22,Balaji Nagar,2
674,1385.0,2.0,69.25,Balaji Nagar,3
675,1046.0,2.0,60.0,Balaji Nagar,2
676,1125.0,2.0,54.8,Balaji Nagar,2
677,2648.0,3.0,238.0,Balaji Nagar,3
678,4446.0,3.0,410.0,Balaji Nagar,3
679,1116.0,2.0,47.0,Balaji Nagar,2
680,1200.0,9.0,122.0,Balaji Nagar,6
681,1300.0,2.0,66.0,Balaji Nagar,2
682,1530.0,3.0,73.0,Balaji Nagar,3
683,1625.0,2.0,48.75,Balaji Nagar,3
684,1282.0,2.0,72.0,Balaji Nagar,2
685,1276.0,2.0,80.0,Balaji Nagar,2
686,3600.0,5.0,130.0,Balaji Nagar,5
687,1717.0,3.0,110.0,Balaji Nagar,3
688,3000.0,8.0,150.0,Balaji Nagar,8
689,1300.0,3.0,69.0,Balaji Nagar,3
690,680.0,1.0,21.0,Balaji Nagar,2
691,1645.0,3.0,87.0,Balaji Nagar,3
692,1719.0,3.0,71.0,Balaji Nagar,3
693,1660.0,3.0,104.0,Balaji Nagar,3
694,1320.0,2.0,50.0,Balaji Nagar,2
695,1495.0,2.0,63.0,Balaji Nagar,3
696,1171.0,2.0,73.0,Balaji Nagar,2
697,812.0,2.0,42.0,Balaji Nagar,2
698,1875.0,2.0,110.0,Balaji Nagar,3
699,1000.0,2.0,35.0,Balaji Nagar,2
700,1938.0,3.0,113.0,Balaji Nagar,3
701,1745.0,3.0,130.0,Balaji Nagar,3
702,1584.0,3.0,101.0,Balaji Nagar,3
703,1050.0,2.0,35.0,Balaji Nagar,2
704,1500.0,3.0,85.0,Balaji Nagar,3
705,1786.0,3.0,79.99,Balaji Nagar,3
706,509.0,1.0,23.0,Balaji Nagar,1
707,1310.0,2.0,53.0,Balaji Nagar,2
708,2732.0,4.0,204.0,Baner,4
709,2400.0,2.0,150.0,Baner,3
710,1400.0,3.0,56.0,Baner,3
711,1005.0,2.0,50.0,Baner,2
712,1145.0,2.0,45.79,Baner,2
713,2000.0,4.0,99.0,Baner,4
714,715.0,1.0,46.0,Baner,1
715,1640.0,2.0,120.0,Baner,3
716,1105.0,2.0,58.0,Baner,2
717,1345.0,2.0,67.0,Baner,2
718,900.0,2.0,42.0,Baner,3
719,915.0,4.0,54.9,Baner,4
720,1128.0,2.0,65.49,Baner,2
721,500.0,1.0,25.0,Baner,1
722,1079.0,2.0,32.37,Baner,2
723,650.0,1.0,38.0,Baner,1
724,615.0,1.0,17.835,Baner,1
725,1269.72,2.0,68.0,Baner,2
726,1900.0,2.0,170.0,Baner,4
727,1100.0,2.0,106.0,Baner,2
728,1490.0,2.0,98.0,Baner,3
729,1405.0,2.0,59.01,Baner,3
730,1101.0,2.0,65.0,Baner,2
731,400.0,1.0,14.0,Baner,1
732,3300.0,4.0,150.0,Baner,4
733,1063.0,2.0,42.0,Baner,2
734,2319.0,3.0,180.0,Baner,3
735,1311.0,2.0,78.0,Baner,2
736,1525.0,3.0,96.0,Baner,3
737,1850.0,3.0,110.0,Baner,3
738,1098.0,2.0,43.91,Baner,2
739,1300.0,2.0,55.0,Baner,3
740,1250.0,2.0,55.0,Baner,3
741,1247.0,2.0,59.8,Baner,2
742,3537.0,5.0,210.0,Baner,4
743,1719.0,3.0,116.0,Baner,3
744,1875.0,3.0,55.0,Baner,3
745,2760.0,5.0,157.0,Baner,3
746,1853.0,3.0,82.0,Baner,3
747,900.0,2.0,32.5,Baner,2
748,2776.0,4.0,195.0,Baner,3
749,1820.0,3.0,93.0,Baner,3
750,1150.0,2.0,65.0,Baner,2
751,1016.0,2.0,45.0,Baner,2
752,1045.0,2.0,36.58,Baner,2
753,985.0,2.0,49.0,Baner,2
754,1326.0,2.0,57.0,Baner,2
755,1210.0,2.0,45.0,Baner,2
756,1085.0,2.0,70.0,Baner,2
757,1420.0,3.0,85.0,Baner,3
758,850.0,2.0,75.0,Baner,2
759,1559.0,3.0,120.0,Baner,3
760,1113.0,2.0,50.0,Baner,2
761,1140.0,2.0,45.0,Baner,2
762,1194.0,2.0,71.64,Baner,2
763,1680.0,3.0,117.0,Baner,3
764,2200.0,5.0,100.0,Baner,4
765,1100.0,2.0,57.0,Baner,2
766,1350.0,3.0,71.0,Baner,3
767,1210.0,2.0,75.0,Baner,2
768,2849.0,5.0,250.0,Baner,4
769,1155.0,2.0,51.0,Baner,2
770,1583.0,2.0,70.445,Baner,3
771,1345.0,2.0,106.0,Baner,2
772,1240.0,2.0,80.0,Baner,2
773,1200.0,2.0,80.0,Baner,2
774,3463.0,6.0,310.0,Baner,4
775,1755.0,3.0,101.0,Baner,3
776,1231.0,2.0,50.0,Baner,2
777,1645.0,3.0,117.0,Baner,3
778,3500.0,4.0,138.0,Baner,4
779,2400.0,3.0,135.0,Baner,3
780,1385.0,3.0,55.0,Baner,3
781,1537.0,2.0,70.0,Baner,3
782,1002.0,2.0,40.08,Baner,2
783,1350.0,2.0,90.0,Baner,2
784,985.0,2.0,57.0,Baner,2
785,1000.0,4.0,90.0,Baner,5
786,1605.0,2.0,65.0,Baner,3
787,1255.0,2.0,55.5,Baner,2
788,2500.0,5.0,175.0,Baner,4
789,1200.0,4.0,110.0,Baner,4
790,1650.0,3.0,101.0,Baner,3
791,1010.0,2.0,36.0,Baner,2
792,1372.0,2.0,43.9,Baner,3
793,1695.0,3.0,125.0,Baner,3
794,1720.0,2.0,126.0,Baner,3
795,1330.0,2.0,51.83,Baner,3
796,775.0,2.0,29.5,Baner,2
797,2061.0,4.0,175.0,Baner,3
798,1160.0,2.0,40.53,Baner,2
799,2100.0,3.0,135.0,Baner,3
800,1061.0,2.0,33.84,Baner,2
801,1301.0,2.0,120.0,Baner,2
802,1140.0,2.0,46.0,Baner,2
803,1065.0,2.0,30.76,Baner,2
804,800.0,2.0,40.0,Baner,2
805,1234.0,2.0,51.0,Baner,2
806,1410.0,2.0,44.42,Baner,3
807,700.0,2.0,34.0,Baner,2
808,2569.0,4.0,175.0,Baner,4
809,1330.0,2.0,93.65,Baner,2
810,1154.0,2.0,47.0,Baner,2
811,1748.0,3.0,103.0,Baner,3
812,1231.0,3.0,58.0,Baner,3
813,1035.0,2.0,39.33,Baner,2
814,1247.0,2.0,58.56,Baner,2
815,1168.0,2.0,68.0,Baner,3
816,1280.0,2.0,68.48,Baner,2
817,1465.0,2.0,60.0,Baner,2
818,1200.0,2.0,70.0,Baner,2
819,1260.0,2.0,82.0,Baner,3
820,1150.0,2.0,38.08,Baner,2
821,1806.0,6.0,116.0,Baner,3
822,1837.0,2.0,95.0,Baner,3
823,1660.0,3.0,80.0,Baner,3
824,1150.0,2.0,70.0,Baner,2
825,1166.0,2.0,34.97,Baner,3
826,2875.0,7.0,85.0,Baner,7
827,1175.0,2.0,50.0,Baner,2
828,1328.0,2.0,56.0,Baner,3
829,770.0,3.0,65.25,Baner,4
830,2265.0,3.0,159.0,Baner,3
831,1146.0,2.0,69.0,Baner,2
832,1007.0,2.0,43.0,Baner road,2
833,980.0,2.0,48.0,Baner road,2
834,1417.0,2.0,75.0,Baner road,2
835,825.0,2.0,33.0,Baner road,2
836,1208.0,2.0,49.0,Baner road,2
837,1200.0,5.0,100.0,Baner road,5
838,1320.0,3.0,65.0,Baner road,3
839,1060.0,2.0,55.0,Baner road,2
840,1053.0,2.0,45.0,Baner road,2
841,4800.0,4.0,525.0,Baner road,4
842,1085.0,2.0,36.0,Baner road,2
843,764.0,1.0,32.0,Baner road,1
844,1490.0,3.0,100.0,Baner road,3
845,1266.0,2.0,59.0,Baner road,2
846,1330.0,2.0,93.36,Baner road,2
847,1690.0,3.0,75.0,Baner road,3
848,1690.0,3.0,80.0,Baner road,4
849,1140.0,2.0,76.0,Baner road,2
850,1340.0,2.0,53.6,Baner road,3
851,1100.0,2.0,65.0,Baner road,2
852,1077.0,2.0,37.7,Baner road,2
853,1520.0,3.0,80.0,Baner road,3
854,1608.0,3.0,67.98,Baner road,3
855,1204.0,2.0,38.5,Baner road,2
856,904.0,2.0,30.0,Baner road,2
857,1900.0,2.0,170.0,Baner road,3
858,989.0,2.0,60.0,Baner road,2
859,1290.0,3.0,45.15,Baner road,3
860,1058.0,2.0,60.0,Baner road,2
861,615.0,1.0,28.29,Baner road,1
862,664.0,1.0,35.0,Baner road,1
863,1350.0,3.0,54.0,Baner road,3
864,910.0,1.0,42.0,Baner road,1
865,1325.0,1.0,92.0,Baner road,2
866,861.0,2.0,35.0,Baner road,2
867,750.0,2.0,50.0,Baner road,1
868,1531.0,2.0,75.0,Baner road,3
869,2072.0,4.0,159.0,Baner road,3
870,1938.0,3.0,113.0,Baner road,3
871,1100.0,2.0,39.0,Baner road,2
872,1545.0,3.0,85.0,Baner road,3
873,1999.0,3.0,135.0,Baner road,3
874,1654.0,2.0,85.0,Baner road,3
875,4000.0,5.0,220.0,Baner road,5
876,1070.0,2.0,37.0,Baner road,2
877,2658.0,5.0,187.0,Baner road,4
878,1082.0,2.0,42.0,Baner road,3
879,1246.0,2.0,63.0,Baner road,2
880,2774.0,4.0,208.0,Baner road,4
881,670.0,1.0,36.85,Baner road,1
882,1047.0,2.0,84.0,Baner road,2
883,900.0,2.0,65.0,Baner road,2
884,1455.0,2.0,60.0,Baner road,3
885,1380.0,2.0,95.0,Baner road,3
886,1126.0,2.0,69.0,Baner road,2
887,1405.0,2.0,50.58,Baner road,2
888,1000.0,2.0,42.0,Baner road,2
889,1206.0,2.0,53.0,Baner road,2
890,1594.0,3.0,99.0,Baner road,3
891,1213.0,2.0,63.0,Baner road,2
892,1140.0,2.0,58.0,Baner road,2
893,1600.0,3.0,70.0,Baner road,3
894,1200.0,2.0,50.0,Baner road,2
895,1300.0,2.0,120.0,Baner road,2
896,1200.0,2.0,58.0,Baner road,2
897,1693.0,3.0,125.0,Baner road,3
898,1395.0,2.0,79.0,Baner road,3
899,1560.0,3.0,90.0,Baner road,3
900,1578.0,3.0,73.9,Baner road,3
901,1230.0,2.0,53.51,Baner road,3
902,1308.0,2.0,89.04,Baner road,2
903,1221.0,3.0,65.0,Baner road,3
904,1170.0,2.0,48.0,Baner road,2
905,1917.0,3.0,110.0,Baner road,3
906,1571.0,3.0,83.0,Baner road,3
907,960.0,2.0,55.0,Baner road,2
908,1881.0,3.0,95.0,Baner road,3
909,1275.0,2.0,65.0,Baner road,3
910,1350.0,2.0,60.0,Baner road,2
911,4500.0,5.0,150.0,Baner road,4
912,1635.0,3.0,61.0,Baner road,3
913,3362.0,5.0,249.0,Baner road,4
914,2732.0,4.0,194.0,Baner road,4
915,1145.0,2.0,49.5,Baner road,2
916,1335.0,2.0,73.43,Baner road,3
917,1050.0,2.0,50.0,Baner road,2
918,1372.0,2.0,48.02,Baner road,3
919,3335.0,4.0,290.0,Baner road,4
920,857.0,3.0,95.0,Baner road,3
921,3200.0,8.0,130.0,Baner road,9
922,1864.0,3.0,115.0,Baner road,3
923,1180.0,2.0,75.0,Baner road,2
924,1700.0,2.0,86.0,Baner road,3
925,800.0,2.0,32.0,Baner road,2
926,1210.0,2.0,65.0,Baner road,3
927,1200.0,2.0,40.0,Baner road,2
928,1200.0,3.0,67.77,Baner road,3
929,1664.0,3.0,73.95,Baner road,3
930,1595.0,3.0,96.0,Baner road,3
931,1776.0,3.0,124.0,Baner road,3
932,1245.0,2.0,83.05,Baner road,2
933,996.0,2.0,36.5,Baner road,2
934,1820.0,3.0,95.0,Baner road,3
935,3175.0,4.0,156.0,Baner road,4
936,2500.0,4.0,100.0,Baner road,5
937,2019.0,3.0,70.67,Baner road,3
938,3671.0,4.0,220.0,Baner road,4
939,1346.0,2.0,76.01,Baner road,2
940,1330.0,2.0,57.0,Baner road,3
941,1354.0,2.0,70.0,Baner road,2
942,1040.0,2.0,109.0,Baner road,3
943,1275.0,2.0,55.46,Baner road,3
944,1555.0,3.0,52.0,Baner road,3
945,1194.0,2.0,65.0,Baner road,2
946,1485.0,2.0,90.0,Baner road,3
947,1035.0,2.0,47.0,Baner road,2
948,1200.0,2.0,46.0,Baner road,2
949,1041.0,2.0,53.0,Baner road,2
950,1310.0,3.0,63.25,Bhandarkar Road,3
951,1200.0,2.0,50.0,Bhandarkar Road,2
952,1285.0,2.0,82.0,Bhandarkar Road,2
953,1475.0,3.0,98.0,Bhandarkar Road,3
954,1693.0,3.0,108.0,Bhandarkar Road,3
955,1130.0,2.0,60.0,Bhandarkar Road,2
956,1190.0,2.0,57.0,Bhandarkar Road,3
957,1650.0,3.0,60.0,Bhandarkar Road,3
958,1020.0,2.0,48.45,Bhandarkar Road,2
959,1150.0,2.0,42.9,Bhandarkar Road,3
960,1198.0,2.0,77.0,Bhandarkar Road,2
961,1984.0,4.0,146.0,Bhandarkar Road,3
962,5000.0,7.0,299.0,Bhandarkar Road,7
963,900.0,4.0,90.0,Bhandarkar Road,5
964,1373.0,3.0,72.0,Bhandarkar Road,3
965,1060.0,2.0,62.0,Bhandarkar Road,2
966,1062.0,2.0,42.47,Bhandarkar Road,2
967,1101.0,2.0,65.5,Bhandarkar Road,2
968,1200.0,3.0,70.0,Bhandarkar Road,2
969,883.0,2.0,40.0,Bhandarkar Road,2
970,1620.0,2.0,110.0,Bhandarkar Road,3
971,1215.0,2.0,110.0,Bhandarkar Road,2
972,1200.0,3.0,44.0,Bhandarkar Road,2
973,1536.0,3.0,89.0,Bhandarkar Road,3
974,1160.0,2.0,36.0,Bhandarkar Road,2
975,1225.0,2.0,53.55,Bhandarkar Road,2
976,1121.0,2.0,43.72,Bhandarkar Road,2
977,1460.0,3.0,88.0,Bhandarkar Road,3
978,1300.0,2.0,85.0,Bhandarkar Road,2
979,1424.0,2.0,90.0,Bhandarkar Road,2
980,950.0,2.0,48.0,Bhandarkar Road,2
981,1350.0,2.0,83.0,Bhandarkar Road,3
982,1011.0,2.0,50.53,Bhandarkar Road,2
983,1219.0,2.0,40.0,Bhandarkar Road,2
984,1250.0,3.0,39.0,Bhandarkar Road,3
985,4000.0,6.0,150.0,Bhandarkar Road,6
986,1600.0,3.0,95.0,Bhandarkar Road,3
987,780.0,3.0,62.0,Bhandarkar Road,3
988,1270.0,2.0,50.79,Bhandarkar Road,3
989,1510.0,2.0,59.0,Bhandarkar Road,3
990,2462.0,4.0,124.0,Bhandarkar Road,4
991,850.0,2.0,65.0,Bhandarkar Road,4
992,1996.0,3.0,135.0,Bhandarkar Road,3
993,1050.0,2.0,75.0,Bhandarkar Road,2
994,1252.0,2.0,55.0,Bhandarkar Road,2
995,1165.0,2.0,45.0,Bhandarkar Road,2
996,1450.0,2.0,89.6,Bhandarkar Road,3
997,1350.0,2.0,47.24,Bhandarkar Road,3
998,2790.0,4.0,198.0,Bhandarkar Road,4
999,1210.0,2.0,60.0,Bhandarkar Road,2
1000,2171.0,4.0,111.0,Bhandarkar Road,4
1001,1100.0,2.0,35.0,Bhandarkar Road,2
1002,1116.0,2.0,37.0,Bhandarkar Road,2
1003,2774.0,4.0,208.0,Bhandarkar Road,4
1004,1620.0,3.0,110.0,Bhandarkar Road,3
1005,1840.0,4.0,175.0,Bhandarkar Road,3
1006,602.0,1.0,26.0,Bhandarkar Road,1
1007,1216.0,2.0,75.0,Bhandarkar Road,2
1008,1250.0,3.0,55.0,Bhandarkar Road,3
1009,1357.0,2.0,130.0,Bhandarkar Road,2
1010,1250.0,2.0,68.0,Bhandarkar Road,2
1011,1835.0,3.0,88.0,Bhandarkar Road,3
1012,2790.0,5.0,198.0,Bhandarkar Road,4
1013,1200.0,2.0,67.0,Bhandarkar Road,2
1014,1713.0,3.0,110.0,Bhandarkar Road,3
1015,940.0,2.0,43.61,Bhandarkar Road,2
1016,2456.0,3.0,220.0,Bhandarkar Road,3
1017,1180.0,2.0,50.0,Bhandarkar Road,2
1018,1151.0,2.0,43.16,Bhandarkar Road,2
1019,1140.0,2.0,46.0,Bhandarkar Road,2
1020,2515.0,4.0,155.0,Bhandarkar Road,3
1021,1232.0,2.0,69.6,Bhandarkar Road,2
1022,1194.0,2.0,46.0,Bhandarkar Road,2
1023,1410.0,2.0,45.12,Bhandarkar Road,3
1024,1099.0,2.0,37.5,Bhandarkar Road,2
1025,933.0,2.0,58.0,Bhandarkar Road,1
1026,900.0,1.0,70.0,Bhandarkar Road,2
1027,1510.0,3.0,83.05,Bhandarkar Road,3
1028,1100.0,3.0,56.57,Bhandarkar Road,3
1029,1128.0,2.0,65.58,Bhandarkar Road,2
1030,1100.0,2.0,50.0,Bhandarkar Road,2
1031,1547.0,2.0,103.0,Bhandarkar Road,2
1032,1180.0,2.0,55.5,Bhandarkar Road,3
1033,1140.0,2.0,56.0,Bhandarkar Road,2
1034,602.0,1.0,38.0,Bhandarkar Road,1
1035,1560.0,2.0,83.3,Bhandarkar Road,3
1036,965.0,2.0,38.0,Bhandarkar Road,2
1037,1060.0,2.0,42.5,Bhandarkar Road,2
1038,1015.0,2.0,60.0,Bhandarkar Road,2
1039,3000.0,6.0,300.0,Bhandarkar Road,6
1040,1960.0,3.0,138.0,Bhandarkar Road,3
1041,1455.0,2.0,45.0,Bhandarkar Road,3
1042,3150.0,3.0,290.0,Bhandarkar Road,3
1043,1300.0,2.0,52.0,Bhandarkar Road,3
1044,2247.0,3.0,145.0,Bhandarkar Road,3
1045,1900.0,2.0,92.0,Bhandarkar Road,3
1046,1575.0,3.0,55.0,Bhandarkar Road,3
1047,1385.0,3.0,90.0,Bhandarkar Road,3
1048,1190.0,2.0,30.35,Bhandarkar Road,3
1049,1370.0,2.0,87.0,Bhandarkar Road,3
1050,1360.0,2.0,62.425,Bhandarkar Road,2
1051,1116.0,2.0,51.91,Bhandarkar Road,2
1052,1350.0,2.0,54.2,Bhandarkar Road,3
1053,1155.0,2.0,54.5,Bhandarkar Road,2
1054,1170.0,2.0,50.0,Bhandarkar Road,2
1055,2000.0,3.0,76.0,Bhandarkar Road,3
1056,1470.0,2.0,84.22,Bhandarkar Road,3
1057,1175.0,2.0,50.0,Bhandarkar Road,2
1058,1634.0,3.0,68.0,Bhandarkar Road,3
1059,1027.0,1.0,44.0,Bhandarkar Road,2
1060,1000.0,2.0,44.0,Bhandarkar Road,2
1061,1580.0,2.0,66.85,Bhandarkar Road,3
1062,1360.0,2.0,101.0,Bhandarkar Road,2
1063,1241.0,2.0,64.0,Bhandarkar Road,2
1064,986.0,2.0,31.0,Bhandarkar Road,2
1065,2144.0,3.0,140.0,Bhandarkar Road,3
1066,1012.0,2.0,68.0,Bhandarkar Road,2
1067,1165.0,2.0,52.0,Bhandarkar Road,2
1068,2453.0,3.0,250.0,Bhandarkar Road,4
1069,1160.0,2.0,64.08,Bhandarkar Road,2
1070,1140.0,2.0,43.0,Bhandarkar Road,2
1071,1550.0,3.0,50.0,Bhandarkar Road,3
1072,645.0,1.0,16.45,Bhandarkar Road,1
1073,1500.0,2.0,58.0,Bhandarkar Road,3
1074,1564.0,3.0,103.0,Bhandarkar Road,3
1075,530.0,1.0,18.0,Bhandarkar Road,1
1076,1453.0,2.0,58.0,Bhandarkar Road,3
1077,966.0,2.0,49.9,Bhavani Peth,2
1078,912.0,2.0,70.0,Bhavani Peth,3
1079,950.0,2.0,47.0,Bhavani Peth,2
1080,1113.27,2.0,53.0,Bhavani Peth,2
1081,1753.0,3.0,120.0,Bhavani Peth,3
1082,1020.0,2.0,48.95,Bhavani Peth,2
1083,1694.0,2.0,150.0,Bhavani Peth,2
1084,1140.0,2.0,49.39,Bhavani Peth,2
1085,1535.0,3.0,65.99,Bhavani Peth,3
1086,3900.0,4.0,410.0,Bhavani Peth,4
1087,1152.0,2.0,56.0,Bhavani Peth,2
1088,3000.0,5.0,250.0,Bhavani Peth,4
1089,1075.0,2.0,51.5,Bhavani Peth,2
1090,1693.0,3.0,57.39,Bhavani Peth,3
1091,1035.0,2.0,41.39,Bhavani Peth,2
1092,1168.0,3.0,70.0,Bhavani Peth,3
1093,1078.0,2.0,45.0,Bhavani Peth,2
1094,1700.0,3.0,135.0,Bhavani Peth,3
1095,3042.0,4.0,131.0,Bhavani Peth,4
1096,671.0,1.0,36.85,Bhavani Peth,1
1097,1673.0,3.0,115.0,Bhavani Peth,3
1098,1007.0,2.0,42.0,Bhavani Peth,2
1099,1246.0,2.0,65.0,Bhavani Peth,2
1100,1500.0,3.0,70.0,Bhavani Peth,4
1101,3000.0,4.0,240.0,Bhavani Peth,4
1102,1170.0,2.0,71.0,Bhavani Peth,2
1103,800.0,6.0,98.0,Bhavani Peth,6
1104,1385.0,2.0,58.17,Bhavani Peth,3
1105,2350.0,4.0,285.0,Bhavani Peth,3
1106,1185.0,2.0,30.22,Bhavani Peth,3
1107,1320.0,2.0,60.6,Bhavani Peth,3
1108,420.0,2.0,35.0,Bhavani Peth,2
1109,1530.0,2.0,66.4,Bhavani Peth,3
1110,2400.0,6.0,130.0,Bhavani Peth,6
1111,1200.0,4.0,150.0,Bhavani Peth,4
1112,1304.0,2.0,100.0,Bhavani Peth,2
1113,1525.0,3.0,90.0,Bhavani Peth,3
1114,1256.0,2.0,62.8,Bhavani Peth,2
1115,908.0,2.0,26.0,Bhavani Peth,2
1116,1325.0,2.0,53.0,Bhavani Peth,2
1117,1925.0,2.0,114.0,Bhavani Peth,3
1118,1636.0,3.0,85.0,Bhavani Peth,3
1119,1095.0,2.0,35.0,Bhavani Peth,2
1120,1125.0,2.0,70.0,Bhavani Peth,2
1121,1440.0,2.0,64.0,Bhavani Peth,3
1122,1070.0,2.0,42.8,Bhavani Peth,2
1123,1000.0,2.0,35.0,Bhavani Peth,2
1124,1314.0,2.0,78.0,Bhavani Peth,2
1125,2383.0,5.0,215.0,Bhavani Peth,4
1126,1410.0,2.0,53.58,Bhavani Peth,3
1127,700.0,1.0,30.84,Bhavani Peth,1
1128,1136.0,2.0,48.0,Bhavani Peth,2
1129,1108.0,2.0,67.15,Bhavani Peth,2
1130,948.0,2.0,75.0,Bhavani Peth,2
1131,4800.0,4.0,250.0,Bhavani Peth,4
1132,1440.0,2.0,70.0,Bhavani Peth,3
1133,1710.0,3.0,100.0,Bhavani Peth,3
1134,2245.0,4.0,154.0,Bhavani Peth,4
1135,2200.0,4.0,160.0,Bhavani Peth,3
1136,925.0,2.0,46.5,Bhavani Peth,2
1137,1056.0,2.0,60.0,Bhavani Peth,2
1138,1800.0,10.0,185.0,Bhavani Peth,9
1139,550.0,1.0,16.0,Bhavani Peth,1
1140,1000.0,2.0,60.0,Bhavani Peth,2
1141,1266.67,2.0,69.0,Bhavani Peth,2
1142,1200.0,2.0,53.33,Bhavani Peth,2
1143,4300.0,6.0,175.0,Bhavani Peth,6
1144,1903.0,6.0,140.0,Bhavani Peth,5
1145,1360.0,2.0,47.59,Bhavani Peth,3
1146,1700.0,3.0,79.9,Bhavani Peth,3
1147,2215.0,4.0,154.0,Bhavani Peth,3
1148,2250.0,3.0,200.0,Bhavani Peth,3
1149,1027.0,2.0,44.0,Bhavani Peth,2
1150,2072.0,3.0,122.0,Bhavani Peth,3
1151,1109.0,2.0,35.47,Bhavani Peth,2
1152,605.0,1.0,13.31,Bhavani Peth,1
1153,1150.0,2.0,44.0,Bhavani Peth,2
1154,1517.0,2.0,125.0,Bhavani Peth,2
1155,1600.0,4.0,90.0,Bhavani Peth,4
1156,2666.0,4.0,200.0,Bhavani Peth,3
1157,1140.0,2.0,38.55,Bhavani Peth,2
1158,1450.0,2.0,62.93,Bhavani Peth,3
1159,1713.0,3.0,120.0,Bhavani Peth,3
1160,1096.0,2.0,39.0,Bhavani Peth,2
