,area_type,total_sqft,bath,price,location,bhk
525,Built-up  Area,850,1,57,Aundh Road,1
526,Built-up  Area,1475,3,78,Aundh Road,3
527,Super built-up  Area,1840,3,85,Aundh Road,3
528,Built-up  Area,905,1,52,Aundh Road,1
529,Super built-up  Area,1293,2,85,Aundh Road,3
530,Super built-up  Area,1127,2,65,Aundh Road,2
531,Built-up  Area,1480,2,58,Aundh Road,3
532,Super built-up  Area,2968,3,225,Aundh Road,3
533,Super built-up  Area,1250,2,50,Aundh Road,3
534,Super built-up  Area,1027,2,60,Aundh Road,2
535,Super built-up  Area,1600,3,112,Aundh Road,3
536,Super built-up  Area,1240,2,59.52,Aundh Road,3
537,Built-up  Area,1436,2,55,Aundh Road,3
538,Super built-up  Area,1145,2,54,Aundh Road,2
539,Super built-up  Area,1000,2,70.65,Aundh Road,2
540,Super built-up  Area,1350,2,68,Aundh Road,2
541,Super built-up  Area,1246,2,67.3,Aundh Road,2
542,Super built-up  Area,2134,4,118,Aundh Road,3
543,Super built-up  Area,1220,2,36.21,Aundh Road,3
544,Built-up  Area,1480,3,74,Aundh Road,3
545,Built-up  Area,1290,2,90,Aundh Road,2
546,Built-up  Area,661,1,40,Aundh Road,1
547,Super built-up  Area,1194,2,51,Aundh Road,2
548,Super built-up  Area,1730,3,93,Aundh Road,3
549,Super built-up  Area,1650,3,90.75,Aundh Road,3
550,Super built-up  Area,1035,2,31.05,Aundh Road,2
551,Plot  Area,616,3,45,Aundh Road,2
552,Carpet  Area,1100,2,70,Aundh Road,2
553,Built-up  Area,900,2,60,Aundh Road,2
554,Super built-up  Area,1205,2,56.58,Aundh Road,2
555,Super built-up  Area,700,2,35,Aundh Road,2
556,Built-up  Area,800,2,32,Aundh Road,2
557,Super built-up  Area,1150,2,42,Aundh Road,2
558,Built-up  Area,645,1,41,Aundh Road,1
559,Super built-up  Area,1340,2,65,Aundh Road,2
560,Plot  Area,900,3,79,Aundh Road,3
561,Built-up  Area,1222,3,95,Aundh Road,3
562,Super built-up  Area,1110,2,44.95,Aundh Road,2
563,Built-up  Area,1130,2,68,Aundh Road,2
564,Plot  Area,1000,2,66,Aundh Road,2
565,Built-up  Area,1400,2,40.45,Aundh Road,3
566,Super built-up  Area,1167,2,37.5,Aundh Road,2
567,Super built-up  Area,1140,2,60,Aundh Road,2
568,Super built-up  Area,1355,3,54.2,Aundh Road,3
569,Built-up  Area,1740,3,80,Aundh Road,3
570,Super built-up  Area,1650,3,126,Aundh Road,3
571,Super built-up  Area,1145,2,46,Aundh Road,2
572,Super built-up  Area,1226,2,65,Aundh Road,2
573,Super built-up  Area,1293,2,80,Aundh Road,2
574,Super built-up  Area,1245,2,80,Aundh Road,2
575,Super built-up  Area,935,2,37.77,Aundh Road,2
576,Super built-up  Area,1300,2,69,Aundh Road,3
577,Super built-up  Area,1000,2,45,Aundh Road,2
578,Super built-up  Area,1308,2,53,Aundh Road,3
579,Built-up  Area,1200,2,42,Aundh Road,2
580,Plot  Area,850,3,63,Aundh Road,3
581,Super built-up  Area,820,2,37,Aundh Road,2
582,Built-up  Area,3408,5,145,Aundh Road,4
583,Built-up  Area,1200,2,68,Aundh Road,2
584,Super built-up  Area,1500,3,90,Aundh Road,3
585,Super built-up  Area,2140,3,139,Aundh Road,3
586,Plot  Area,1000,2,66,Aundh Road,2
587,Super built-up  Area,1084,2,51,Aundh Road,2
588,Plot  Area,1200,2,100,Aundh Road,5
589,Super built-up  Area,1100,2,32,Aundh Road,2
590,Super built-up  Area,1211,2,45,Aundh Road,2
591,Super built-up  Area,1170,2,38,Balaji Nagar,2
592,Built-up  Area,1783,3,115,Balaji Nagar,3
593,Super built-up  Area,1349,2,98.2,Balaji Nagar,2
594,Built-up  Area,1245,2,94,Balaji Nagar,2
595,Built-up  Area,540,1,36,Balaji Nagar,1
596,Super built-up  Area,1779,3,89.61,Balaji Nagar,3
597,Super built-up  Area,1342,2,73.3,Balaji Nagar,2
598,Super built-up  Area,1403,3,55,Balaji Nagar,3
599,Super built-up  Area,1937,3,160,Balaji Nagar,3
600,Super built-up  Area,1400,2,78,Balaji Nagar,2
601,Plot  Area,1200,2,71,Balaji Nagar,2
602,Built-up  Area,1440,2,98,Balaji Nagar,2
603,Super built-up  Area,1297,2,103,Balaji Nagar,2
604,Plot  Area,1200,3,72,Balaji Nagar,2
605,Super built-up  Area,1240,2,44,Balaji Nagar,2
606,Super built-up  Area,1846,3,140,Balaji Nagar,3
607,Super built-up  Area,2045,4,154,Balaji Nagar,3
608,Super built-up  Area,1238,2,55,Balaji Nagar,2
609,Super built-up  Area,983,2,50.6,Balaji Nagar,2
610,Super built-up  Area,1583,3,105,Balaji Nagar,3
611,Super built-up  Area,2524,5,190,Balaji Nagar,4
612,Super built-up  Area,1107,2,33,Balaji Nagar,2
613,Plot  Area,3200,4,205,Balaji Nagar,4
614,Super built-up  Area,1800,3,110,Balaji Nagar,3
615,Built-up  Area,1700,2,100,Balaji Nagar,3
616,Super built-up  Area,1493,3,82,Balaji Nagar,3
617,Super built-up  Area,3181,4,260.5,Balaji Nagar,4
618,Built-up  Area,1156,2,49.5,Balaji Nagar,2
619,Super built-up  Area,1697,3,115,Balaji Nagar,3
620,Super built-up  Area,1350,2,87.01,Balaji Nagar,3
621,Super built-up  Area,1650,3,100,Balaji Nagar,3
622,Super built-up  Area,995,2,34.82,Balaji Nagar,2
623,Super built-up  Area,1282,2,52.43,Balaji Nagar,3
624,Super built-up  Area,1532,3,83,Balaji Nagar,3
625,Super built-up  Area,1128,2,65.5,Balaji Nagar,2
626,Super built-up  Area,1355,2,75,Balaji Nagar,2
627,Super built-up  Area,990,2,40,Balaji Nagar,2
628,Built-up  Area,3600,4,260,Balaji Nagar,4
629,Super built-up  Area,1656,3,150,Balaji Nagar,3
630,Plot  Area,1600,4,112,Balaji Nagar,4
631,Super built-up  Area,1464,3,56,Balaji Nagar,3
632,Super built-up  Area,1041,2,36.44,Balaji Nagar,2
633,Super built-up  Area,1246,2,62.3,Balaji Nagar,2
634,Plot  Area,4830,5,390,Balaji Nagar,4
635,Plot  Area,4400,4,350,Balaji Nagar,5
636,Super built-up  Area,1100,2,62,Balaji Nagar,2
637,Super built-up  Area,709,1,34.735,Balaji Nagar,1
638,Super built-up  Area,1020,2,29.46,Balaji Nagar,2
639,Super built-up  Area,1843,3,82,Balaji Nagar,3
640,Plot  Area,2230,4,130,Balaji Nagar,4
641,Super built-up  Area,1917,4,100,Balaji Nagar,3
642,Super built-up  Area,1303,2,55.79,Balaji Nagar,2
643,Plot  Area,1200,2,66,Balaji Nagar,3
644,Super built-up  Area,1075,2,42,Balaji Nagar,3
645,Built-up  Area,3300,4,329,Balaji Nagar,4
646,Super built-up  Area,1519,2,65,Balaji Nagar,2
647,Super built-up  Area,2010,3,125,Balaji Nagar,3
648,Super built-up  Area,1450,3,75,Balaji Nagar,3
649,Built-up  Area,596,2,22,Balaji Nagar,2
650,Super built-up  Area,1200,2,90,Balaji Nagar,2
651,Super built-up  Area,4250,6,150,Balaji Nagar,6
652,Super built-up  Area,1185,2,41,Balaji Nagar,2
653,Super built-up  Area,907,2,38,Balaji Nagar,2
654,Super built-up  Area,4003,6,300,Balaji Nagar,4
655,Super built-up  Area,3496.5,2,237.5,Balaji Nagar,3
656,Super built-up  Area,1369.1,2,98,Balaji Nagar,2
657,Super built-up  Area,1109,2,35.22,Balaji Nagar,2
658,Built-up  Area,1180,2,52,Balaji Nagar,2
659,Built-up  Area,800,2,80,Balaji Nagar,2
660,Super built-up  Area,1375,2,78,Balaji Nagar,2
661,Super built-up  Area,1280,2,60.16,Balaji Nagar,2
662,Built-up  Area,620,1,23.5,Balaji Nagar,2
663,Super built-up  Area,1536,3,104,Balaji Nagar,3
664,Super built-up  Area,1205,2,63.86,Balaji Nagar,2
665,Super built-up  Area,1140,2,48.7,Balaji Nagar,2
666,Super built-up  Area,2215,4,150,Balaji Nagar,3
667,Super built-up  Area,745,1,34.27,Balaji Nagar,1
668,Super built-up  Area,900,2,42,Balaji Nagar,2
669,Super built-up  Area,1044,2,34,Balaji Nagar,2
670,Super built-up  Area,2710,3,170,Balaji Nagar,3
671,Super built-up  Area,1009,2,30.27,Balaji Nagar,2
672,Plot  Area,1150,1,52,Balaji Nagar,1
673,Super built-up  Area,1180,2,71.22,Balaji Nagar,2
674,Super built-up  Area,1385,2,69.25,Balaji Nagar,3
675,Super built-up  Area,1046,2,60,Balaji Nagar,2
676,Super built-up  Area,1125,2,54.8,Balaji Nagar,2
677,Super built-up  Area,2648,3,238,Balaji Nagar,3
678,Plot  Area,4446,3,410,Balaji Nagar,3
679,Built-up  Area,1116,2,47,Balaji Nagar,2
680,Plot  Area,1200,9,122,Balaji Nagar,6
681,Super built-up  Area,1300,2,66,Balaji Nagar,2
682,Super built-up  Area,1530,3,73,Balaji Nagar,3
683,Super built-up  Area,1625,2,48.75,Balaji Nagar,3
684,Super built-up  Area,1282,2,72,Balaji Nagar,2
685,Super built-up  Area,1276,2,80,Balaji Nagar,2
686,Built-up  Area,3600,5,130,Balaji Nagar,5
687,Super built-up  Area,1717,3,110,Balaji Nagar,3
688,Built-up  Area,3000,8,150,Balaji Nagar,8
689,Super built-up  Area,1300,3,69,Balaji Nagar,3
690,Super built-up  Area,680,1,21,Balaji Nagar,2
691,Super built-up  Area,1645,3,87,Balaji Nagar,3
692,Super built-up  Area,1719,3,71,Balaji Nagar,3
693,Super built-up  Area,1660,3,104,Balaji Nagar,3
694,Super built-up  Area,1320,2,50,Balaji Nagar,2
695,Super built-up  Area,1495,2,63,Balaji Nagar,3
696,Super built-up  Area,1171,2,73,Balaji Nagar,2
697,Super built-up  Area,812,2,42,Balaji Nagar,2
698,Plot  Area,1875,2,110,Balaji Nagar,3
699,Built-up  Area,1000,2,35,Balaji Nagar,2
700,Super built-up  Area,1938,3,113,Balaji Nagar,3
701,Built-up  Area,1745,3,130,Balaji Nagar,3
702,Super built-up  Area,1584,3,101,Balaji Nagar,3
703,Super built-up  Area,1050,2,35,Balaji Nagar,2
704,Super built-up  Area,1500,3,85,Balaji Nagar,3
705,Super built-up  Area,1786,3,79.99,Balaji Nagar,3
706,Super built-up  Area,509,1,23,Balaji Nagar,1
707,Built-up  Area,1310,2,53,Balaji Nagar,2
708,Super built-up  Area,2732,4,204,Baner,4
709,Plot  Area,2400,2,150,Baner,3
710,Super built-up  Area,1400,3,56,Baner,3
711,Super built-up  Area,1005,2,50,Baner,2
712,Super built-up  Area,1145,2,45.79,Baner,2
713,Plot  Area,2000,4,99,Baner,4
714,Super built-up  Area,715,1,46,Baner,1
715,Super built-up  Area,1640,2,120,Baner,3
716,Built-up  Area,1105,2,58,Baner,2
717,Built-up  Area,1345,2,67,Baner,2
718,Built-up  Area,900,2,42,Baner,3
719,Plot  Area,915,4,54.9,Baner,4
720,Super built-up  Area,1128,2,65.49,Baner,2
721,Super built-up  Area,500,1,25,Baner,1
722,Super built-up  Area,1079,2,32.37,Baner,2
723,Super built-up  Area,650,1,38,Baner,1
724,Super built-up  Area,615,1,17.835,Baner,1
725,Super built-up  Area,1269.72,2,68,Baner,2
726,Super built-up  Area,1900,2,170,Baner,4
727,Built-up  Area,1100,2,106,Baner,2
728,Super built-up  Area,1490,2,98,Baner,3
729,Super built-up  Area,1405,2,59.01,Baner,3
730,Super built-up  Area,1101,2,65,Baner,2
731,Built-up  Area,400,1,14,Baner,1
732,Built-up  Area,3300,4,150,Baner,4
733,Super built-up  Area,1063,2,42,Baner,2
734,Super built-up  Area,2319,3,180,Baner,3
735,Super built-up  Area,1311,2,78,Baner,2
736,Super built-up  Area,1525,3,96,Baner,3
737,Super built-up  Area,1850,3,110,Baner,3
738,Super built-up  Area,1098,2,43.91,Baner,2
739,Super built-up  Area,1300,2,55,Baner,3
740,Built-up  Area,1250,2,55,Baner,3
741,Super built-up  Area,1247,2,59.8,Baner,2
742,Super built-up  Area,3537,5,210,Baner,4
743,Built-up  Area,1719,3,116,Baner,3
744,Built-up  Area,1875,3,55,Baner,3
745,Super built-up  Area,2760,5,157,Baner,3
746,Built-up  Area,1853,3,82,Baner,3
747,Super built-up  Area,900,2,32.5,Baner,2
748,Plot  Area,2776,4,195,Baner,3
749,Super built-up  Area,1820,3,93,Baner,3
750,Built-up  Area,1150,2,65,Baner,2
751,Super built-up  Area,1016,2,45,Baner,2
752,Super built-up  Area,1045,2,36.58,Baner,2
753,Super built-up  Area,985,2,49,Baner,2
754,Super built-up  Area,1326,2,57,Baner,2
755,Super built-up  Area,1210,2,45,Baner,2
756,Super built-up  Area,1085,2,70,Baner,2
757,Super built-up  Area,1420,3,85,Baner,3
758,Built-up  Area,850,2,75,Baner,2
759,Super built-up  Area,1559,3,120,Baner,3
760,Super built-up  Area,1113,2,50,Baner,2
761,Super built-up  Area,1140,2,45,Baner,2
762,Super built-up  Area,1194,2,71.64,Baner,2
763,Built-up  Area,1680,3,117,Baner,3
764,Plot  Area,2200,5,100,Baner,4
765,Built-up  Area,1100,2,57,Baner,2
766,Built-up  Area,1350,3,71,Baner,3
767,Super built-up  Area,1210,2,75,Baner,2
768,Super built-up  Area,2849,5,250,Baner,4
769,Super built-up  Area,1155,2,51,Baner,2
770,Super built-up  Area,1583,2,70.445,Baner,3
771,Super built-up  Area,1345,2,106,Baner,2
772,Super built-up  Area,1240,2,80,Baner,2
773,Super built-up  Area,1200,2,80,Baner,2
774,Built-up  Area,3463,6,310,Baner,4
775,Super built-up  Area,1755,3,101,Baner,3
776,Super built-up  Area,1231,2,50,Baner,2
777,Super built-up  Area,1645,3,117,Baner,3
778,Plot  Area,3500,4,138,Baner,4
779,Super built-up  Area,2400,3,135,Baner,3
780,Super built-up  Area,1385,3,55,Baner,3
781,Super built-up  Area,1537,2,70,Baner,3
782,Built-up  Area,1002,2,40.08,Baner,2
783,Super built-up  Area,1350,2,90,Baner,2
784,Super built-up  Area,985,2,57,Baner,2
785,Plot  Area,1000,4,90,Baner,5
786,Super built-up  Area,1605,2,65,Baner,3
787,Super built-up  Area,1255,2,55.5,Baner,2
788,Super built-up  Area,2500,5,175,Baner,4
789,Plot  Area,1200,4,110,Baner,4
790,Super built-up  Area,1650,3,101,Baner,3
791,Super built-up  Area,1010,2,36,Baner,2
792,Super built-up  Area,1372,2,43.9,Baner,3
793,Built-up  Area,1695,3,125,Baner,3
794,Super built-up  Area,1720,2,126,Baner,3
795,Super built-up  Area,1330,2,51.83,Baner,3
796,Carpet  Area,775,2,29.5,Baner,2
797,Super built-up  Area,2061,4,175,Baner,3
798,Super built-up  Area,1160,2,40.53,Baner,2
799,Super built-up  Area,2100,3,135,Baner,3
800,Super built-up  Area,1061,2,33.84,Baner,2
801,Super built-up  Area,1301,2,120,Baner,2
802,Super built-up  Area,1140,2,46,Baner,2
803,Built-up  Area,1065,2,30.76,Baner,2
804,Super built-up  Area,800,2,40,Baner,2
805,Built-up  Area,1234,2,51,Baner,2
806,Super built-up  Area,1410,2,44.42,Baner,3
807,Super built-up  Area,700,2,34,Baner,2
808,Built-up  Area,2569,4,175,Baner,4
809,Super built-up  Area,1330,2,93.65,Baner,2
810,Super built-up  Area,1154,2,47,Baner,2
811,Super built-up  Area,1748,3,103,Baner,3
812,Built-up  Area,1231,3,58,Baner,3
813,Super built-up  Area,1035,2,39.33,Baner,2
814,Super built-up  Area,1247,2,58.56,Baner,2
815,Super built-up  Area,1168,2,68,Baner,3
816,Built-up  Area,1280,2,68.48,Baner,2
817,Super built-up  Area,1465,2,60,Baner,2
818,Built-up  Area,1200,2,70,Baner,2
819,Super built-up  Area,1260,2,82,Baner,3
820,Super built-up  Area,1150,2,38.08,Baner,2
821,Super built-up  Area,1806,6,116,Baner,3
822,Super built-up  Area,1837,2,95,Baner,3
823,Super built-up  Area,1660,3,80,Baner,3
824,Built-up  Area,1150,2,70,Baner,2
825,Super built-up  Area,1166,2,34.97,Baner,3
826,Built-up  Area,2875,7,85,Baner,7
827,Super built-up  Area,1175,2,50,Baner,2
828,Super built-up  Area,1328,2,56,Baner,3
829,Plot  Area,770,3,65.25,Baner,4
830,Super built-up  Area,2265,3,159,Baner,3
831,Super built-up  Area,1146,2,69,Baner,2
832,Super built-up  Area,1007,2,43,Baner road,2
833,Super built-up  Area,980,2,48,Baner road,2
834,Super built-up  Area,1417,2,75,Baner road,2
835,Super built-up  Area,825,2,33,Baner road,2
836,Super built-up  Area,1208,2,49,Baner road,2
837,Plot  Area,1200,5,100,Baner road,5
838,Built-up  Area,1320,3,65,Baner road,3
839,Super built-up  Area,1060,2,55,Baner road,2
840,Super built-up  Area,1053,2,45,Baner road,2
841,Plot  Area,4800,4,525,Baner road,4
842,Super built-up  Area,1085,2,36,Baner road,2
843,Super built-up  Area,764,1,32,Baner road,1
844,Super built-up  Area,1490,3,100,Baner road,3
845,Super built-up  Area,1266,2,59,Baner road,2
846,Super built-up  Area,1330,2,93.36,Baner road,2
847,Super built-up  Area,1690,3,75,Baner road,3
848,Super built-up  Area,1690,3,80,Baner road,4
849,Super built-up  Area,1140,2,76,Baner road,2
850,Super built-up  Area,1340,2,53.6,Baner road,3
851,Super built-up  Area,1100,2,65,Baner road,2
852,Super built-up  Area,1077,2,37.7,Baner road,2
853,Super built-up  Area,1520,3,80,Baner road,3
854,Super built-up  Area,1608,3,67.98,Baner road,3
855,Super built-up  Area,1204,2,38.5,Baner road,2
856,Built-up  Area,904,2,30,Baner road,2
857,Super built-up  Area,1900,2,170,Baner road,3
858,Built-up  Area,989,2,60,Baner road,2
859,Super built-up  Area,1290,3,45.15,Baner road,3
860,Super built-up  Area,1058,2,60,Baner road,2
861,Super built-up  Area,615,1,28.29,Baner road,1
862,Super built-up  Area,664,1,35,Baner road,1
863,Built-up  Area,1350,3,54,Baner road,3
864,Super built-up  Area,910,1,42,Baner road,1
865,Built-up  Area,1325,1,92,Baner road,2
866,Super built-up  Area,861,2,35,Baner road,2
867,Plot  Area,750,2,50,Baner road,1
868,Super built-up  Area,1531,2,75,Baner road,3
869,Super built-up  Area,2072,4,159,Baner road,3
870,Super built-up  Area,1938,3,113,Baner road,3
871,Super built-up  Area,1100,2,39,Baner road,2
872,Super built-up  Area,1545,3,85,Baner road,3
873,Super built-up  Area,1999,3,135,Baner road,3
874,Built-up  Area,1654,2,85,Baner road,3
875,Built-up  Area,4000,5,220,Baner road,5
876,Super built-up  Area,1070,2,37,Baner road,2
877,Super built-up  Area,2658,5,187,Baner road,4
878,Super built-up  Area,1082,2,42,Baner road,3
879,Super built-up  Area,1246,2,63,Baner road,2
880,Super built-up  Area,2774,4,208,Baner road,4
881,Super built-up  Area,670,1,36.85,Baner road,1
882,Super built-up  Area,1047,2,84,Baner road,2
883,Plot  Area,900,2,65,Baner road,2
884,Super built-up  Area,1455,2,60,Baner road,3
885,Super built-up  Area,1380,2,95,Baner road,3
886,Built-up  Area,1126,2,69,Baner road,2
887,Super built-up  Area,1405,2,50.58,Baner road,2
888,Built-up  Area,1000,2,42,Baner road,2
889,Super built-up  Area,1206,2,53,Baner road,2
890,Super built-up  Area,1594,3,99,Baner road,3
891,Super built-up  Area,1213,2,63,Baner road,2
892,Built-up  Area,1140,2,58,Baner road,2
893,Built-up  Area,1600,3,70,Baner road,3
894,Super built-up  Area,1200,2,50,Baner road,2
895,Super built-up  Area,1300,2,120,Baner road,2
896,Plot  Area,1200,2,58,Baner road,2
897,Built-up  Area,1693,3,125,Baner road,3
898,Super built-up  Area,1395,2,79,Baner road,3
899,Super built-up  Area,1560,3,90,Baner road,3
900,Super built-up  Area,1578,3,73.9,Baner road,3
901,Super built-up  Area,1230,2,53.51,Baner road,3
902,Super built-up  Area,1308,2,89.04,Baner road,2
903,Super built-up  Area,1221,3,65,Baner road,3
904,Super built-up  Area,1170,2,48,Baner road,2
905,Super built-up  Area,1917,3,110,Baner road,3
906,Super built-up  Area,1571,3,83,Baner road,3
907,Super built-up  Area,960,2,55,Baner road,2
908,Super built-up  Area,1881,3,95,Baner road,3
909,Built-up  Area,1275,2,65,Baner road,3
910,Built-up  Area,1350,2,60,Baner road,2
911,Plot  Area,4500,5,150,Baner road,4
912,Super built-up  Area,1635,3,61,Baner road,3
913,Built-up  Area,3362,5,249,Baner road,4
914,Super built-up  Area,2732,4,194,Baner road,4
915,Super built-up  Area,1145,2,49.5,Baner road,2
916,Super built-up  Area,1335,2,73.43,Baner road,3
917,Built-up  Area,1050,2,50,Baner road,2
918,Super built-up  Area,1372,2,48.02,Baner road,3
919,Super built-up  Area,3335,4,290,Baner road,4
920,Plot  Area,857,3,95,Baner road,3
921,Built-up  Area,3200,8,130,Baner road,9
922,Super built-up  Area,1864,3,115,Baner road,3
923,Super built-up  Area,1180,2,75,Baner road,2
924,Super built-up  Area,1700,2,86,Baner road,3
925,Super built-up  Area,800,2,32,Baner road,2
926,Super built-up  Area,1210,2,65,Baner road,3
927,Built-up  Area,1200,2,40,Baner road,2
928,Plot  Area,1200,3,67.77,Baner road,3
929,Super built-up  Area,1664,3,73.95,Baner road,3
930,Super built-up  Area,1595,3,96,Baner road,3
931,Super built-up  Area,1776,3,124,Baner road,3
932,Super built-up  Area,1245,2,83.05,Baner road,2
933,Built-up  Area,996,2,36.5,Baner road,2
934,Super built-up  Area,1820,3,95,Baner road,3
935,Super built-up  Area,3175,4,156,Baner road,4
936,Built-up  Area,2500,4,100,Baner road,5
937,Super built-up  Area,2019,3,70.67,Baner road,3
938,Built-up  Area,3671,4,220,Baner road,4
939,Super built-up  Area,1346,2,76.01,Baner road,2
940,Super built-up  Area,1330,2,57,Baner road,3
941,Super built-up  Area,1354,2,70,Baner road,2
942,Plot  Area,1040,2,109,Baner road,3
943,Super built-up  Area,1275,2,55.46,Baner road,3
944,Super built-up  Area,1555,3,52,Baner road,3
945,Super built-up  Area,1194,2,65,Baner road,2
946,Built-up  Area,1485,2,90,Baner road,3
947,Super built-up  Area,1035,2,47,Baner road,2
948,Super built-up  Area,1200,2,46,Baner road,2
949,Super built-up  Area,1041,2,53,Baner road,2
950,Super built-up  Area,1310,3,63.25,Bhandarkar Road,3
951,Super built-up  Area,1200,2,50,Bhandarkar Road,2
952,Super built-up  Area,1285,2,82,Bhandarkar Road,2
953,Plot  Area,1475,3,98,Bhandarkar Road,3
954,Super built-up  Area,1693,3,108,Bhandarkar Road,3
955,Super built-up  Area,1130,2,60,Bhandarkar Road,2
956,Super built-up  Area,1190,2,57,Bhandarkar Road,3
957,Super built-up  Area,1650,3,60,Bhandarkar Road,3
958,Super built-up  Area,1020,2,48.45,Bhandarkar Road,2
959,Super built-up  Area,1150,2,42.9,Bhandarkar Road,3
960,Super built-up  Area,1198,2,77,Bhandarkar Road,2
961,Super built-up  Area,1984,4,146,Bhandarkar Road,3
962,Built-up  Area,5000,7,299,Bhandarkar Road,7
963,Plot  Area,900,4,90,Bhandarkar Road,5
964,Super built-up  Area,1373,3,72,Bhandarkar Road,3
965,Super built-up  Area,1060,2,62,Bhandarkar Road,2
